TDL2048-Demo
alpha = 0.1
total = 5000000
seed = 2689549431
6-tuple pattern 012345, size = 16777216 (64MB)
6-tuple pattern 456789, size = 16777216 (64MB)
6-tuple pattern 012456, size = 16777216 (64MB)
6-tuple pattern 45689a, size = 16777216 (64MB)
1000	mean = 7727.33	max = 26968
	2048	21.3%	(91.3%)
	4096	54.7%	(70%)
	8192	15.3%	(15.3%)
121000	mean = 70179.2	max = 172244
	256	0.1%	(100%)
	512	1.6%	(99.9%)
	1024	7.7%	(98.3%)
	2048	20.3%	(90.6%)
	4096	54.6%	(70.3%)
	8192	15.7%	(15.7%)
122000	mean = 69634.4	max = 172776
	256	0.4%	(100%)
	512	2.1%	(99.6%)
	1024	6.6%	(97.5%)
	2048	20.6%	(90.9%)
	4096	54.7%	(70.3%)
	8192	15.6%	(15.6%)
123000	mean = 69947.4	max = 183316
	128	0.1%	(100%)
	256	0.1%	(99.9%)
	512	1.9%	(99.8%)
	1024	7.4%	(97.9%)
	2048	19.7%	(90.5%)
	4096	55.5%	(70.8%)
	8192	15.3%	(15.3%)
124000	mean = 71496.4	max = 234980
	256	0.1%	(100%)
	512	1.9%	(99.9%)
	1024	6.2%	(98%)
	2048	21.2%	(91.8%)
	4096	53.2%	(70.6%)
	8192	17.3%	(17.4%)
	16384	0.1%	(0.1%)
125000	mean = 70072.4	max = 173488
	256	0.4%	(100%)
	512	1.5%	(99.6%)
	1024	7%	(98.1%)
	2048	20.9%	(91.1%)
	4096	53.8%	(70.2%)
	8192	16.4%	(16.4%)
126000	mean = 69283.9	max = 226656
	64	0.1%	(100%)
	256	0.2%	(99.9%)
	512	1.4%	(99.7%)
	1024	8.7%	(98.3%)
	2048	18.8%	(89.6%)
	4096	56.8%	(70.8%)
	8192	13.9%	(14%)
	16384	0.1%	(0.1%)
127000	mean = 70407.6	max = 175500
	64	0.1%	(100%)
	256	0.1%	(99.9%)
	512	1.3%	(99.8%)
	1024	7.7%	(98.5%)
	2048	20.7%	(90.8%)
	4096	53.1%	(70.1%)
	8192	17%	(17%)
128000	mean = 71920.9	max = 225212
	256	0.4%	(100%)
	512	2.1%	(99.6%)
	1024	7.3%	(97.5%)
	2048	17%	(90.2%)
	4096	55%	(73.2%)
	8192	18.1%	(18.2%)
	16384	0.1%	(0.1%)
129000	mean = 71855.8	max = 176988
	128	0.1%	(100%)
	256	0.3%	(99.9%)
	512	1.5%	(99.6%)
	1024	6.7%	(98.1%)
	2048	19.3%	(91.4%)
	4096	54%	(72.1%)
	8192	18.1%	(18.1%)
130000	mean = 71469.9	max = 229140
	256	0.2%	(100%)
	512	1.2%	(99.8%)
	1024	7.5%	(98.6%)
	2048	20.3%	(91.1%)
	4096	53.4%	(70.8%)
	8192	17.3%	(17.4%)
	16384	0.1%	(0.1%)
131000	mean = 72781.2	max = 175480
	256	0.2%	(100%)
	512	1.2%	(99.8%)
	1024	7.3%	(98.6%)
	2048	19.4%	(91.3%)
	4096	53.9%	(71.9%)
	8192	18%	(18%)
132000	mean = 72709.5	max = 177004
	256	0.5%	(100%)
	512	1.2%	(99.5%)
	1024	7.4%	(98.3%)
	2048	18.7%	(90.9%)
	4096	54.4%	(72.2%)
	8192	17.8%	(17.8%)
133000	mean = 73080.6	max = 182104
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	8%	(99.1%)
	2048	18.1%	(91.1%)
	4096	55.7%	(73%)
	8192	17.3%	(17.3%)
134000	mean = 73815.4	max = 241140
	64	0.1%	(100%)
	256	0.1%	(99.9%)
	512	1.3%	(99.8%)
	1024	5.5%	(98.5%)
	2048	19.6%	(93%)
	4096	54.7%	(73.4%)
	8192	18.6%	(18.7%)
	16384	0.1%	(0.1%)
135000	mean = 71640.9	max = 175444
	256	0.4%	(100%)
	512	1.8%	(99.6%)
	1024	6.3%	(97.8%)
	2048	18.8%	(91.5%)
	4096	56.3%	(72.7%)
	8192	16.4%	(16.4%)
136000	mean = 76016.3	max = 191072
	512	0.9%	(100%)
	1024	4.9%	(99.1%)
	2048	18.9%	(94.2%)
	4096	54.5%	(75.3%)
	8192	20.8%	(20.8%)
137000	mean = 75014.2	max = 189148
	512	1.5%	(100%)
	1024	6%	(98.5%)
	2048	18.2%	(92.5%)
	4096	54.7%	(74.3%)
	8192	19.6%	(19.6%)
138000	mean = 73545.9	max = 178208
	256	0.3%	(100%)
	512	1.5%	(99.7%)
	1024	6%	(98.2%)
	2048	20%	(92.2%)
	4096	52.8%	(72.2%)
	8192	19.4%	(19.4%)
139000	mean = 72473.9	max = 174212
	128	0.1%	(100%)
	256	0.3%	(99.9%)
	512	1.5%	(99.6%)
	1024	7.7%	(98.1%)
	2048	18.1%	(90.4%)
	4096	53.6%	(72.3%)
	8192	18.7%	(18.7%)
140000	mean = 75285.8	max = 225848
	256	0.2%	(100%)
	512	1.5%	(99.8%)
	1024	6.6%	(98.3%)
	2048	16.8%	(91.7%)
	4096	53.9%	(74.9%)
	8192	20.9%	(21%)
	16384	0.1%	(0.1%)
141000	mean = 75888.7	max = 224212
	256	0.2%	(100%)
	512	1.7%	(99.8%)
	1024	7.5%	(98.1%)
	2048	16.6%	(90.6%)
	4096	51.6%	(74%)
	8192	22.3%	(22.4%)
	16384	0.1%	(0.1%)
142000	mean = 75662.9	max = 246228
	256	0.2%	(100%)
	512	1.2%	(99.8%)
	1024	6.6%	(98.6%)
	2048	17.3%	(92%)
	4096	53.3%	(74.7%)
	8192	21.2%	(21.4%)
	16384	0.2%	(0.2%)
143000	mean = 74579.7	max = 178296
	256	0.5%	(100%)
	512	2.2%	(99.5%)
	1024	7%	(97.3%)
	2048	16.8%	(90.3%)
	4096	51.9%	(73.5%)
	8192	21.6%	(21.6%)
144000	mean = 76538.6	max = 193392
	256	0.2%	(100%)
	512	1.2%	(99.8%)
	1024	6.8%	(98.6%)
	2048	17.1%	(91.8%)
	4096	51.8%	(74.7%)
	8192	22.9%	(22.9%)
145000	mean = 76533.7	max = 226196
	128	0.1%	(100%)
	256	0.2%	(99.9%)
	512	1.9%	(99.7%)
	1024	6.7%	(97.8%)
	2048	16.6%	(91.1%)
	4096	52.6%	(74.5%)
	8192	21.8%	(21.9%)
	16384	0.1%	(0.1%)
146000	mean = 78760.8	max = 178712
	256	0.1%	(100%)
	512	1.6%	(99.9%)
	1024	5.4%	(98.3%)
	2048	16.2%	(92.9%)
	4096	51.7%	(76.7%)
	8192	25%	(25%)
147000	mean = 76688.4	max = 231768
	256	0.1%	(100%)
	512	1.4%	(99.9%)
	1024	6.3%	(98.5%)
	2048	18.1%	(92.2%)
	4096	50.9%	(74.1%)
	8192	23.1%	(23.2%)
	16384	0.1%	(0.1%)
148000	mean = 77211.4	max = 177388
	256	0.3%	(100%)
	512	2%	(99.7%)
	1024	4.3%	(97.7%)
	2048	17.6%	(93.4%)
	4096	54.1%	(75.8%)
	8192	21.7%	(21.7%)
149000	mean = 78608.1	max = 227512
	256	0.1%	(100%)
	512	1.4%	(99.9%)
	1024	6.9%	(98.5%)
	2048	15.1%	(91.6%)
	4096	52%	(76.5%)
	8192	24.4%	(24.5%)
	16384	0.1%	(0.1%)
150000	mean = 78566.5	max = 175020
	256	0.1%	(100%)
	512	1.5%	(99.9%)
	1024	5.3%	(98.4%)
	2048	17.5%	(93.1%)
	4096	51.2%	(75.6%)
	8192	24.4%	(24.4%)
151000	mean = 79486.4	max = 177152
	256	0.1%	(100%)
	512	0.7%	(99.9%)
	1024	5.2%	(99.2%)
	2048	17.1%	(94%)
	4096	52.1%	(76.9%)
	8192	24.8%	(24.8%)
152000	mean = 81927.2	max = 183460
	512	0.5%	(100%)
	1024	4.8%	(99.5%)
	2048	16.1%	(94.7%)
	4096	52.1%	(78.6%)
	8192	26.5%	(26.5%)
153000	mean = 78931	max = 268704
	256	0.1%	(100%)
	512	1.6%	(99.9%)
	1024	6.6%	(98.3%)
	2048	15.8%	(91.7%)
	4096	50.1%	(75.9%)
	8192	25.6%	(25.8%)
	16384	0.2%	(0.2%)
154000	mean = 79079	max = 183376
	256	0.4%	(100%)
	512	1%	(99.6%)
	1024	5.6%	(98.6%)
	2048	16.5%	(93%)
	4096	51.3%	(76.5%)
	8192	25.2%	(25.2%)
155000	mean = 79193.9	max = 192308
	256	0.1%	(100%)
	512	1.3%	(99.9%)
	1024	5.7%	(98.6%)
	2048	16.9%	(92.9%)
	4096	50.2%	(76%)
	8192	25.8%	(25.8%)
156000	mean = 78971.6	max = 178548
	128	0.1%	(100%)
	256	0.1%	(99.9%)
	512	1.1%	(99.8%)
	1024	5.9%	(98.7%)
	2048	17.4%	(92.8%)
	4096	50.2%	(75.4%)
	8192	25.2%	(25.2%)
157000	mean = 79269.1	max = 194044
	256	0.2%	(100%)
	512	1.6%	(99.8%)
	1024	6.3%	(98.2%)
	2048	16.6%	(91.9%)
	4096	50.1%	(75.3%)
	8192	25.2%	(25.2%)
158000	mean = 81929.8	max = 218060
	256	0.1%	(100%)
	512	2%	(99.9%)
	1024	5.5%	(97.9%)
	2048	16.3%	(92.4%)
	4096	47.7%	(76.1%)
	8192	28.3%	(28.4%)
	16384	0.1%	(0.1%)
159000	mean = 80914.6	max = 221712
	128	0.2%	(100%)
	256	0.2%	(99.8%)
	512	1.8%	(99.6%)
	1024	5.2%	(97.8%)
	2048	15.6%	(92.6%)
	4096	49.5%	(77%)
	8192	27.3%	(27.5%)
	16384	0.2%	(0.2%)
160000	mean = 81522.9	max = 178304
	256	0.3%	(100%)
	512	1%	(99.7%)
	1024	7.3%	(98.7%)
	2048	14%	(91.4%)
	4096	48.2%	(77.4%)
	8192	29.2%	(29.2%)
161000	mean = 82321.6	max = 194548
	256	0.3%	(100%)
	512	0.9%	(99.7%)
	1024	5.5%	(98.8%)
	2048	15.4%	(93.3%)
	4096	49.1%	(77.9%)
	8192	28.8%	(28.8%)
162000	mean = 80685.4	max = 189272
	512	1.6%	(100%)
	1024	5.4%	(98.4%)
	2048	15.8%	(93%)
	4096	50.1%	(77.2%)
	8192	27.1%	(27.1%)
163000	mean = 83315.1	max = 194472
	512	1.6%	(100%)
	1024	5.9%	(98.4%)
	2048	16%	(92.5%)
	4096	46.8%	(76.5%)
	8192	29.7%	(29.7%)
164000	mean = 82180.1	max = 237712
	128	0.1%	(100%)
	256	0.2%	(99.9%)
	512	1.4%	(99.7%)
	1024	4.6%	(98.3%)
	2048	16.3%	(93.7%)
	4096	49.9%	(77.4%)
	8192	27.4%	(27.5%)
	16384	0.1%	(0.1%)
165000	mean = 82743.4	max = 193512
	32	0.1%	(100%)
	256	0.3%	(99.9%)
	512	1.2%	(99.6%)
	1024	5%	(98.4%)
	2048	15.9%	(93.4%)
	4096	47.5%	(77.5%)
	8192	30%	(30%)
166000	mean = 81987	max = 224692
	128	0.1%	(100%)
	256	0.4%	(99.9%)
	512	1.9%	(99.5%)
	1024	6.2%	(97.6%)
	2048	15.1%	(91.4%)
	4096	46.4%	(76.3%)
	8192	29.8%	(29.9%)
	16384	0.1%	(0.1%)
167000	mean = 83175.1	max = 191568
	256	0.1%	(100%)
	512	1.1%	(99.9%)
	1024	5.7%	(98.8%)
	2048	13.5%	(93.1%)
	4096	51.8%	(79.6%)
	8192	27.8%	(27.8%)
168000	mean = 83585.1	max = 201412
	256	0.4%	(100%)
	512	0.9%	(99.6%)
	1024	5.3%	(98.7%)
	2048	16.7%	(93.4%)
	4096	45.8%	(76.7%)
	8192	30.9%	(30.9%)
169000	mean = 83403.5	max = 186392
	256	0.3%	(100%)
	512	1.4%	(99.7%)
	1024	6.2%	(98.3%)
	2048	14%	(92.1%)
	4096	48%	(78.1%)
	8192	30.1%	(30.1%)
170000	mean = 85050.2	max = 178624
	256	0.2%	(100%)
	512	1.2%	(99.8%)
	1024	5.2%	(98.6%)
	2048	13.6%	(93.4%)
	4096	48%	(79.8%)
	8192	31.8%	(31.8%)
171000	mean = 84763.7	max = 232944
	256	0.1%	(100%)
	512	1.2%	(99.9%)
	1024	5.6%	(98.7%)
	2048	13.4%	(93.1%)
	4096	47.1%	(79.7%)
	8192	32.5%	(32.6%)
	16384	0.1%	(0.1%)
172000	mean = 84352.3	max = 229876
	256	0.1%	(100%)
	512	1.4%	(99.9%)
	1024	5.5%	(98.5%)
	2048	13.9%	(93%)
	4096	48.9%	(79.1%)
	8192	30.1%	(30.2%)
	16384	0.1%	(0.1%)
173000	mean = 84585.3	max = 195548
	512	1.1%	(100%)
	1024	5.1%	(98.9%)
	2048	15.4%	(93.8%)
	4096	47.8%	(78.4%)
	8192	30.6%	(30.6%)
174000	mean = 83753.7	max = 230016
	128	0.1%	(100%)
	256	0.3%	(99.9%)
	512	1.6%	(99.6%)
	1024	6.5%	(98%)
	2048	12.9%	(91.5%)
	4096	46.5%	(78.6%)
	8192	32%	(32.1%)
	16384	0.1%	(0.1%)
175000	mean = 86146.6	max = 228404
	256	0.1%	(100%)
	512	1.2%	(99.9%)
	1024	5.1%	(98.7%)
	2048	13.3%	(93.6%)
	4096	47.6%	(80.3%)
	8192	32.5%	(32.7%)
	16384	0.2%	(0.2%)
176000	mean = 85899.8	max = 226300
	256	0.1%	(100%)
	512	0.7%	(99.9%)
	1024	5.7%	(99.2%)
	2048	14.7%	(93.5%)
	4096	46.7%	(78.8%)
	8192	32%	(32.1%)
	16384	0.1%	(0.1%)
177000	mean = 85585.7	max = 230764
	128	0.1%	(100%)
	256	0.1%	(99.9%)
	512	1.5%	(99.8%)
	1024	5.8%	(98.3%)
	2048	13.6%	(92.5%)
	4096	46.2%	(78.9%)
	8192	32.6%	(32.7%)
	16384	0.1%	(0.1%)
178000	mean = 83057.2	max = 201536
	256	0.2%	(100%)
	512	1%	(99.8%)
	1024	6.9%	(98.8%)
	2048	13.1%	(91.9%)
	4096	49.6%	(78.8%)
	8192	29.2%	(29.2%)
179000	mean = 87455.9	max = 188540
	256	0.2%	(100%)
	512	1.3%	(99.8%)
	1024	4.3%	(98.5%)
	2048	13.8%	(94.2%)
	4096	46.9%	(80.4%)
	8192	33.5%	(33.5%)
180000	mean = 83632.3	max = 236072
	128	0.1%	(100%)
	256	0.1%	(99.9%)
	512	2.1%	(99.8%)
	1024	5.6%	(97.7%)
	2048	14.2%	(92.1%)
	4096	46.8%	(77.9%)
	8192	31%	(31.1%)
	16384	0.1%	(0.1%)
181000	mean = 86880.3	max = 222280
	512	1.6%	(100%)
	1024	5.1%	(98.4%)
	2048	13.1%	(93.3%)
	4096	47.9%	(80.2%)
	8192	32.1%	(32.3%)
	16384	0.2%	(0.2%)
182000	mean = 85609.1	max = 188156
	256	0.2%	(100%)
	512	1.8%	(99.8%)
	1024	5.7%	(98%)
	2048	14.6%	(92.3%)
	4096	43.3%	(77.7%)
	8192	34.4%	(34.4%)
183000	mean = 86384.4	max = 224164
	64	0.1%	(100%)
	256	0.2%	(99.9%)
	512	1.6%	(99.7%)
	1024	4.2%	(98.1%)
	2048	13.6%	(93.9%)
	4096	48.3%	(80.3%)
	8192	31.9%	(32%)
	16384	0.1%	(0.1%)
184000	mean = 86522.9	max = 227792
	256	0.1%	(100%)
	512	1.7%	(99.9%)
	1024	5%	(98.2%)
	2048	13.6%	(93.2%)
	4096	46.3%	(79.6%)
	8192	33.2%	(33.3%)
	16384	0.1%	(0.1%)
185000	mean = 87137.4	max = 271104
	256	0.2%	(100%)
	512	1%	(99.8%)
	1024	5.6%	(98.8%)
	2048	13.6%	(93.2%)
	4096	46.2%	(79.6%)
	8192	33.3%	(33.4%)
	16384	0.1%	(0.1%)
186000	mean = 85161.9	max = 267932
	512	1%	(100%)
	1024	6.2%	(99%)
	2048	14.4%	(92.8%)
	4096	46.9%	(78.4%)
	8192	31.3%	(31.5%)
	16384	0.2%	(0.2%)
187000	mean = 87414.3	max = 216024
	256	0.1%	(100%)
	512	1.5%	(99.9%)
	1024	5.5%	(98.4%)
	2048	12.4%	(92.9%)
	4096	46.6%	(80.5%)
	8192	33.8%	(33.9%)
	16384	0.1%	(0.1%)
188000	mean = 88652	max = 213620
	256	0.3%	(100%)
	512	1.1%	(99.7%)
	1024	5.7%	(98.6%)
	2048	13.6%	(92.9%)
	4096	43.6%	(79.3%)
	8192	35.6%	(35.7%)
	16384	0.1%	(0.1%)
189000	mean = 88999.5	max = 243372
	256	0.1%	(100%)
	512	1.2%	(99.9%)
	1024	4.7%	(98.7%)
	2048	13.2%	(94%)
	4096	45.8%	(80.8%)
	8192	34.8%	(35%)
	16384	0.2%	(0.2%)
190000	mean = 91048.3	max = 189492
	256	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	5.1%	(99%)
	2048	11.8%	(93.9%)
	4096	44.1%	(82.1%)
	8192	38%	(38%)
191000	mean = 89985.8	max = 180684
	64	0.1%	(100%)
	256	0.1%	(99.9%)
	512	1%	(99.8%)
	1024	4.3%	(98.8%)
	2048	14%	(94.5%)
	4096	43.3%	(80.5%)
	8192	37.2%	(37.2%)
192000	mean = 88146.7	max = 246332
	64	0.3%	(100%)
	256	0.4%	(99.7%)
	512	1.1%	(99.3%)
	1024	5.7%	(98.2%)
	2048	13.3%	(92.5%)
	4096	44.7%	(79.2%)
	8192	34.2%	(34.5%)
	16384	0.3%	(0.3%)
193000	mean = 89161.3	max = 192640
	64	0.1%	(100%)
	128	0.1%	(99.9%)
	256	0.1%	(99.8%)
	512	1.5%	(99.7%)
	1024	5.2%	(98.2%)
	2048	13%	(93%)
	4096	44.5%	(80%)
	8192	35.5%	(35.5%)
194000	mean = 88256.3	max = 226424
	256	0.1%	(100%)
	512	1.4%	(99.9%)
	1024	4.8%	(98.5%)
	2048	13.1%	(93.7%)
	4096	46.5%	(80.6%)
	8192	33.9%	(34.1%)
	16384	0.2%	(0.2%)
195000	mean = 89212	max = 199096
	256	0.2%	(100%)
	512	1.6%	(99.8%)
	1024	4.4%	(98.2%)
	2048	14.5%	(93.8%)
	4096	43%	(79.3%)
	8192	36.3%	(36.3%)
196000	mean = 88541.2	max = 256512
	256	0.1%	(100%)
	512	1%	(99.9%)
	1024	4.3%	(98.9%)
	2048	14.8%	(94.6%)
	4096	44.8%	(79.8%)
	8192	34.8%	(35%)
	16384	0.2%	(0.2%)
197000	mean = 87458.5	max = 244180
	32	0.1%	(100%)
	256	0.1%	(99.9%)
	512	1.2%	(99.8%)
	1024	5%	(98.6%)
	2048	14%	(93.6%)
	4096	46.5%	(79.6%)
	8192	33%	(33.1%)
	16384	0.1%	(0.1%)
198000	mean = 87881.8	max = 228868
	256	0.3%	(100%)
	512	1.2%	(99.7%)
	1024	5.2%	(98.5%)
	2048	14%	(93.3%)
	4096	45.3%	(79.3%)
	8192	33.9%	(34%)
	16384	0.1%	(0.1%)
199000	mean = 89943.4	max = 246176
	128	0.1%	(100%)
	256	0.4%	(99.9%)
	512	1.1%	(99.5%)
	1024	5%	(98.4%)
	2048	13.7%	(93.4%)
	4096	42.7%	(79.7%)
	8192	36.9%	(37%)
	16384	0.1%	(0.1%)
200000	mean = 91024	max = 269136
	128	0.1%	(100%)
	256	0.1%	(99.9%)
	512	1.1%	(99.8%)
	1024	4%	(98.7%)
	2048	13.2%	(94.7%)
	4096	46%	(81.5%)
	8192	35.3%	(35.5%)
	16384	0.2%	(0.2%)
6-tuple pattern 012345 is saved to 2048.ckpt
6-tuple pattern 456789 is saved to 2048.ckpt
6-tuple pattern 012456 is saved to 2048.ckpt
6-tuple pattern 45689a is saved to 2048.ckpt
201000	mean = 90533.5	max = 221460
	256	0.2%	(100%)
	512	1.3%	(99.8%)
	1024	4.5%	(98.5%)
	2048	13.5%	(94%)
	4096	43.4%	(80.5%)
	8192	37%	(37.1%)
	16384	0.1%	(0.1%)
202000	mean = 90234.9	max = 198180
	256	0.2%	(100%)
	512	0.9%	(99.8%)
	1024	4.8%	(98.9%)
	2048	13%	(94.1%)
	4096	44.8%	(81.1%)
	8192	36.3%	(36.3%)
203000	mean = 90683.7	max = 228352
	256	0.1%	(100%)
	512	1.2%	(99.9%)
	1024	5.1%	(98.7%)
	2048	12.5%	(93.6%)
	4096	45.1%	(81.1%)
	8192	35.9%	(36%)
	16384	0.1%	(0.1%)
204000	mean = 88759.6	max = 248668
	64	0.1%	(100%)
	512	1.4%	(99.9%)
	1024	5.3%	(98.5%)
	2048	12.8%	(93.2%)
	4096	46.1%	(80.4%)
	8192	34%	(34.3%)
	16384	0.3%	(0.3%)
205000	mean = 89905.9	max = 210292
	128	0.1%	(100%)
	256	0.1%	(99.9%)
	512	0.7%	(99.8%)
	1024	6%	(99.1%)
	2048	12.9%	(93.1%)
	4096	43.6%	(80.2%)
	8192	36.6%	(36.6%)
206000	mean = 89722.3	max = 246648
	256	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	4.9%	(99%)
	2048	14.5%	(94.1%)
	4096	44%	(79.6%)
	8192	35.4%	(35.6%)
	16384	0.2%	(0.2%)
207000	mean = 89435.7	max = 222752
	256	0.2%	(100%)
	512	0.9%	(99.8%)
	1024	4.7%	(98.9%)
	2048	12.9%	(94.2%)
	4096	46.1%	(81.3%)
	8192	35.1%	(35.2%)
	16384	0.1%	(0.1%)
208000	mean = 91412.9	max = 213024
	512	0.6%	(100%)
	1024	6.5%	(99.4%)
	2048	10.7%	(92.9%)
	4096	45.6%	(82.2%)
	8192	36.5%	(36.6%)
	16384	0.1%	(0.1%)
209000	mean = 91401.8	max = 238432
	64	0.1%	(100%)
	256	0.2%	(99.9%)
	512	1.2%	(99.7%)
	1024	5.2%	(98.5%)
	2048	12.3%	(93.3%)
	4096	42.8%	(81%)
	8192	37.9%	(38.2%)
	16384	0.3%	(0.3%)
210000	mean = 93757.3	max = 248956
	256	0.4%	(100%)
	512	1.1%	(99.6%)
	1024	4.3%	(98.5%)
	2048	12.2%	(94.2%)
	4096	41.6%	(82%)
	8192	40.2%	(40.4%)
	16384	0.2%	(0.2%)
211000	mean = 93185.7	max = 268608
	256	0.3%	(100%)
	512	0.9%	(99.7%)
	1024	3.7%	(98.8%)
	2048	12.4%	(95.1%)
	4096	43%	(82.7%)
	8192	39.5%	(39.7%)
	16384	0.2%	(0.2%)
212000	mean = 89491.9	max = 192548
	256	0.2%	(100%)
	512	0.8%	(99.8%)
	1024	4.2%	(99%)
	2048	14.5%	(94.8%)
	4096	44.2%	(80.3%)
	8192	36.1%	(36.1%)
213000	mean = 91323.8	max = 246084
	64	0.1%	(100%)
	256	0.2%	(99.9%)
	512	1.7%	(99.7%)
	1024	5.4%	(98%)
	2048	11.9%	(92.6%)
	4096	42.8%	(80.7%)
	8192	37.7%	(37.9%)
	16384	0.2%	(0.2%)
214000	mean = 92181	max = 230636
	256	0.3%	(100%)
	512	1.4%	(99.7%)
	1024	4.8%	(98.3%)
	2048	11.8%	(93.5%)
	4096	43.6%	(81.7%)
	8192	37.9%	(38.1%)
	16384	0.2%	(0.2%)
215000	mean = 92831.5	max = 221276
	64	0.1%	(100%)
	256	0.4%	(99.9%)
	512	0.9%	(99.5%)
	1024	4.4%	(98.6%)
	2048	12.2%	(94.2%)
	4096	43.5%	(82%)
	8192	38.4%	(38.5%)
	16384	0.1%	(0.1%)
216000	mean = 93161.8	max = 224600
	512	1.3%	(100%)
	1024	4.2%	(98.7%)
	2048	12.1%	(94.5%)
	4096	44.1%	(82.4%)
	8192	38.1%	(38.3%)
	16384	0.2%	(0.2%)
217000	mean = 93581.7	max = 265708
	64	0.1%	(100%)
	256	0.2%	(99.9%)
	512	1.6%	(99.7%)
	1024	4.2%	(98.1%)
	2048	12.9%	(93.9%)
	4096	42.9%	(81%)
	8192	37.7%	(38.1%)
	16384	0.4%	(0.4%)
218000	mean = 91484.9	max = 249916
	128	0.1%	(100%)
	256	0.3%	(99.9%)
	512	1.5%	(99.6%)
	1024	5.4%	(98.1%)
	2048	13.3%	(92.7%)
	4096	42.1%	(79.4%)
	8192	37%	(37.3%)
	16384	0.3%	(0.3%)
219000	mean = 91549.6	max = 253400
	256	0.4%	(100%)
	512	1.7%	(99.6%)
	1024	4.7%	(97.9%)
	2048	12%	(93.2%)
	4096	43.4%	(81.2%)
	8192	37.5%	(37.8%)
	16384	0.3%	(0.3%)
220000	mean = 92498.2	max = 249432
	256	0.2%	(100%)
	512	1.6%	(99.8%)
	1024	4.5%	(98.2%)
	2048	10.8%	(93.7%)
	4096	44.7%	(82.9%)
	8192	38%	(38.2%)
	16384	0.2%	(0.2%)
221000	mean = 93407.5	max = 227452
	256	0.1%	(100%)
	512	1.4%	(99.9%)
	1024	4.9%	(98.5%)
	2048	11.3%	(93.6%)
	4096	42.8%	(82.3%)
	8192	39.2%	(39.5%)
	16384	0.3%	(0.3%)
222000	mean = 91196.9	max = 211432
	256	0.2%	(100%)
	512	1.5%	(99.8%)
	1024	4.3%	(98.3%)
	2048	13.4%	(94%)
	4096	43.8%	(80.6%)
	8192	36.7%	(36.8%)
	16384	0.1%	(0.1%)
223000	mean = 94041.2	max = 265096
	512	1.1%	(100%)
	1024	4.1%	(98.9%)
	2048	11.2%	(94.8%)
	4096	44.6%	(83.6%)
	8192	38.9%	(39%)
	16384	0.1%	(0.1%)
224000	mean = 94243.3	max = 259160
	256	0.1%	(100%)
	512	1.7%	(99.9%)
	1024	4.9%	(98.2%)
	2048	11.2%	(93.3%)
	4096	41.9%	(82.1%)
	8192	40%	(40.2%)
	16384	0.2%	(0.2%)
225000	mean = 94916.9	max = 237300
	256	0.1%	(100%)
	512	1.5%	(99.9%)
	1024	5.6%	(98.4%)
	2048	9.4%	(92.8%)
	4096	43.8%	(83.4%)
	8192	39.2%	(39.6%)
	16384	0.4%	(0.4%)
226000	mean = 95137.1	max = 262712
	256	0.1%	(100%)
	512	0.6%	(99.9%)
	1024	3.9%	(99.3%)
	2048	11.2%	(95.4%)
	4096	44.8%	(84.2%)
	8192	39.1%	(39.4%)
	16384	0.3%	(0.3%)
227000	mean = 93647	max = 214836
	128	0.1%	(100%)
	256	0.2%	(99.9%)
	512	1.2%	(99.7%)
	1024	5.4%	(98.5%)
	2048	11.9%	(93.1%)
	4096	43.7%	(81.2%)
	8192	37.4%	(37.5%)
	16384	0.1%	(0.1%)
228000	mean = 93026.5	max = 197888
	256	0.3%	(100%)
	512	1.6%	(99.7%)
	1024	5.1%	(98.1%)
	2048	12.3%	(93%)
	4096	40.3%	(80.7%)
	8192	40.4%	(40.4%)
229000	mean = 93537	max = 240908
	64	0.1%	(100%)
	256	0.1%	(99.9%)
	512	1.5%	(99.8%)
	1024	5%	(98.3%)
	2048	13%	(93.3%)
	4096	39.8%	(80.3%)
	8192	40.3%	(40.5%)
	16384	0.2%	(0.2%)
230000	mean = 94187.8	max = 216368
	512	1%	(100%)
	1024	4.8%	(99%)
	2048	11.5%	(94.2%)
	4096	44.1%	(82.7%)
	8192	38.5%	(38.6%)
	16384	0.1%	(0.1%)
231000	mean = 96117.2	max = 247672
	512	1%	(100%)
	1024	4.3%	(99%)
	2048	10.4%	(94.7%)
	4096	44%	(84.3%)
	8192	39.9%	(40.3%)
	16384	0.4%	(0.4%)
232000	mean = 94145.8	max = 246196
	256	0.2%	(100%)
	512	1.4%	(99.8%)
	1024	4.5%	(98.4%)
	2048	12.5%	(93.9%)
	4096	42.3%	(81.4%)
	8192	38.9%	(39.1%)
	16384	0.2%	(0.2%)
233000	mean = 94196.5	max = 268588
	256	0.3%	(100%)
	512	1%	(99.7%)
	1024	4.2%	(98.7%)
	2048	11.8%	(94.5%)
	4096	45%	(82.7%)
	8192	37.5%	(37.7%)
	16384	0.2%	(0.2%)
234000	mean = 93819	max = 230024
	256	0.1%	(100%)
	512	1.4%	(99.9%)
	1024	4.6%	(98.5%)
	2048	12.8%	(93.9%)
	4096	43%	(81.1%)
	8192	38%	(38.1%)
	16384	0.1%	(0.1%)
235000	mean = 94124.7	max = 251808
	256	0.1%	(100%)
